name,class
0_frac.png,1
0_frac_238alter.png,1
0_frac_238alter_2030alter.png,1
0_frac_915alter.png,1
1000_frac.png,1
1001_frac.png,1
1002_frac.png,1
1003_frac.png,1
1003_frac_482alter.png,1
1004_frac.png,1
1004_frac_1223alter.png,1
1005_frac.png,1
1006_frac.png,1
1006_frac_316alter.png,1
1006_frac_316alter_2079alter.png,1
1007_frac.png,1
1008_frac.png,1
1008_frac_114alter.png,1
1008_frac_2581alter.png,1
1008_frac_441alter.png,1
1008_frac_933alter.png,1
1009_frac.png,1
100_frac.png,1
1010_frac.png,1
1011_frac.png,1
1012_frac.png,1
1013_frac.png,1
1014_frac.png,1
1015_frac.png,1
1016_frac.png,1
1016_frac_516alter.png,1
1017_frac.png,1
1018_frac.png,1
1019_frac.png,1
1019_frac_2127alter.png,1
1019_frac_2703alter.png,1
1019_frac_465alter.png,1
1019_frac_465alter_2717alter.png,1
101_frac.png,1
101_frac_2755alter.png,1
1020_frac.png,1
1021_frac.png,1
1021_frac_1819alter.png,1
1022_frac.png,1
1023_frac.png,1
1023_frac_2543alter.png,1
1023_frac_2591alter.png,1
1024_frac.png,1
1025_frac.png,1
1026_frac.png,1
1027_frac.png,1
1028_frac.png,1
1029_frac.png,1
102_frac.png,1
1030_frac.png,1
1030_frac_2783alter.png,1
1031_frac.png,1
1031_frac_1093alter.png,1
1031_frac_1093alter_2083alter.png,1
1032_frac.png,1
1033_frac.png,1
1033_frac_1318alter.png,1
1033_frac_1809alter.png,1
1034_frac.png,1
1035_frac.png,1
1035_frac_661alter.png,1
1035_frac_661alter_1611alter.png,1
1036_frac.png,1
1036_frac_1072alter.png,1
1036_frac_2266alter.png,1
1037_frac.png,1
1038_frac.png,1
1038_frac_8alter.png,1
1038_frac_8alter_257alter.png,1
1038_frac_8alter_257alter_2828alter.png,1
1039_frac.png,1
1039_frac_2650alter.png,1
103_frac.png,1
1040_frac.png,1
1041_frac.png,1
1041_frac_1291alter.png,1
1041_frac_2996alter.png,1
1042_frac.png,1
1042_frac_2278alter.png,1
1043_frac.png,1
1043_frac_818alter.png,1
1044_frac.png,1
1044_frac_277alter.png,1
1045_frac.png,1
1045_frac_217alter.png,1
1045_frac_418alter.png,1
1046_frac.png,1
1047_frac.png,1
1048_frac.png,1
1048_frac_1135alter.png,1
1048_frac_828alter.png,1
1048_frac_828alter_994alter.png,1
1049_frac.png,1
104_frac.png,1
104_frac_1875alter.png,1
1050_frac.png,1
1050_frac_2333alter.png,1
1050_frac_729alter.png,1
1051_frac.png,1
1052_frac.png,1
1053_frac.png,1
1053_frac_1811alter.png,1
1054_frac.png,1
1055_frac.png,1
1055_frac_1682alter.png,1
1055_frac_1682alter_2406alter.png,1
1055_frac_2904alter.png,1
1056_frac.png,1
1057_frac.png,1
1058_frac.png,1
1059_frac.png,1
105_frac.png,1
105_frac_349alter.png,1
1060_frac.png,1
1061_frac.png,1
1061_frac_367alter.png,1
1061_frac_367alter_1696alter.png,1
1061_frac_367alter_786alter.png,1
1061_frac_367alter_786alter_1508alter.png,1
1061_frac_367alter_786alter_1545alter.png,1
1061_frac_806alter.png,1
1061_frac_806alter_2887alter.png,1
1062_frac.png,1
1062_frac_763alter.png,1
1062_frac_763alter_988alter.png,1
1063_frac.png,1
1063_frac_1782alter.png,1
1064_frac.png,1
1065_frac.png,1
1065_frac_888alter.png,1
1065_frac_888alter_2132alter.png,1
1066_frac.png,1
1067_frac.png,1
1068_frac.png,1
1068_frac_1188alter.png,1
1068_frac_1188alter_2816alter.png,1
1068_frac_2562alter.png,1
1068_frac_2639alter.png,1
1069_frac.png,1
106_frac.png,1
106_frac_1505alter.png,1
106_frac_2270alter.png,1
106_frac_2270alter_2371alter.png,1
1070_frac.png,1
1070_frac_1231alter.png,1
1071_frac.png,1
1072_frac.png,1
1073_frac.png,1
1073_frac_684alter.png,1
1073_frac_684alter_1487alter.png,1
1074_frac.png,1
1075_frac.png,1
1075_frac_153alter.png,1
1075_frac_153alter_1255alter.png,1
1075_frac_153alter_2636alter.png,1
1076_frac.png,1
1077_frac.png,1
1078_frac.png,1
1079_frac.png,1
1079_frac_351alter.png,1
1079_frac_351alter_2138alter.png,1
107_frac.png,1
107_frac_1947alter.png,1
1080_frac.png,1
1081_frac.png,1
1081_frac_2444alter.png,1
1082_frac.png,1
1083_frac.png,1
1083_frac_2730alter.png,1
1083_frac_679alter.png,1
1083_frac_679alter_1438alter.png,1
1083_frac_679alter_1442alter.png,1
1084_frac.png,1
1085_frac.png,1
1086_frac.png,1
1086_frac_1771alter.png,1
1086_frac_2528alter.png,1
1086_frac_2528alter_2598alter.png,1
1087_frac.png,1
1087_frac_583alter.png,1
1088_frac.png,1
1089_frac.png,1
1089_frac_2470alter.png,1
1089_frac_269alter.png,1
1089_frac_269alter_1837alter.png,1
108_frac.png,1
1090_frac.png,1
1091_frac.png,1
1092_frac.png,1
1093_frac.png,1
1094_frac.png,1
1094_frac_1282alter.png,1
1094_frac_2903alter.png,1
1094_frac_871alter.png,1
1094_frac_871alter_1673alter.png,1
1095_frac.png,1
1096_frac.png,1
1096_frac_1991alter.png,1
1097_frac.png,1
1098_frac.png,1
1098_frac_2069alter.png,1
1098_frac_2861alter.png,1
1099_frac.png,1
109_frac.png,1
10_frac.png,1
10_frac_749alter.png,1
1100_frac.png,1
1101_frac.png,1
1101_frac_1084alter.png,1
1101_frac_1084alter_1536alter.png,1
1101_frac_1084alter_1536alter_2451alter.png,1
1101_frac_2092alter.png,1
1101_frac_810alter.png,1
1102_frac.png,1
1102_frac_1144alter.png,1
1102_frac_517alter.png,1
1102_frac_517alter_720alter.png,1
1102_frac_517alter_720alter_1210alter.png,1
1102_frac_517alter_720alter_1210alter_2867alter.png,1
1102_frac_517alter_720alter_1421alter.png,1
1102_frac_787alter.png,1
1103_frac.png,1
1104_frac.png,1
1104_frac_1607alter.png,1
1105_frac.png,1
1106_frac.png,1
1107_frac.png,1
1108_frac.png,1
1108_frac_2663alter.png,1
1109_frac.png,1
1109_frac_1675alter.png,1
110_frac.png,1
1110_frac.png,1
1111_frac.png,1
1112_frac.png,1
1112_frac_2778alter.png,1
1113_frac.png,1
1113_frac_1257alter.png,1
1113_frac_2002alter.png,1
1113_frac_540alter.png,1
1114_frac.png,1
1114_frac_1535alter.png,1
1114_frac_181alter.png,1
1114_frac_181alter_1401alter.png,1
1114_frac_538alter.png,1
1114_frac_538alter_2561alter.png,1
1115_frac.png,1
1115_frac_102alter.png,1
1115_frac_102alter_1277alter.png,1
1115_frac_102alter_1331alter.png,1
1115_frac_102alter_230alter.png,1
1115_frac_102alter_230alter_2878alter.png,1
1115_frac_102alter_230alter_931alter.png,1
1116_frac.png,1
1117_frac.png,1
1118_frac.png,1
1118_frac_255alter.png,1
1118_frac_255alter_2749alter.png,1
1119_frac.png,1
111_frac.png,1
111_frac_1048alter.png,1
111_frac_1048alter_2425alter.png,1
111_frac_1244alter.png,1
1120_frac.png,1
1121_frac.png,1
1122_frac.png,1
1123_frac.png,1
1123_frac_620alter.png,1
1124_frac.png,1
1125_frac.png,1
1126_frac.png,1
1126_frac_542alter.png,1
1126_frac_542alter_1050alter.png,1
1126_frac_646alter.png,1
1127_frac.png,1
1127_frac_45alter.png,1
1128_frac.png,1
1129_frac.png,1
1129_frac_1586alter.png,1
112_frac.png,1
112_frac_298alter.png,1
1130_frac.png,1
1130_frac_600alter.png,1
1131_frac.png,1
1132_frac.png,1
1132_frac_2336alter.png,1
1133_frac.png,1
1133_frac_2492alter.png,1
1134_frac.png,1
1134_frac_193alter.png,1
1134_frac_2018alter.png,1
1134_frac_2018alter_2705alter.png,1
1134_frac_2018alter_2705alter_2799alter.png,1
1135_frac.png,1
1136_frac.png,1
1137_frac.png,1
1137_frac_1069alter.png,1
1138_frac.png,1
1139_frac.png,1
1139_frac_2159alter.png,1
113_frac.png,1
1140_frac.png,1
1140_frac_469alter.png,1
1141_frac.png,1
1142_frac.png,1
1142_frac_2403alter.png,1
1143_frac.png,1
1143_frac_738alter.png,1
1144_frac.png,1
1145_frac.png,1
1146_frac.png,1
1147_frac.png,1
1148_frac.png,1
1148_frac_1540alter.png,1
1148_frac_972alter.png,1
1148_frac_972alter_1602alter.png,1
1149_frac.png,1
1149_frac_2465alter.png,1
1149_frac_2530alter.png,1
114_frac.png,1
1150_frac.png,1
1150_frac_2539alter.png,1
1151_frac.png,1
1152_frac.png,1
1153_frac.png,1
1154_frac.png,1
1155_frac.png,1
1155_frac_1450alter.png,1
1155_frac_34alter.png,1
1155_frac_34alter_1098alter.png,1
1155_frac_34alter_143alter.png,1
1155_frac_46alter.png,1
1156_frac.png,1
1157_frac.png,1
1158_frac.png,1
1159_frac.png,1
1159_frac_1065alter.png,1
115_frac.png,1
115_frac_118alter.png,1
115_frac_918alter.png,1
115_frac_918alter_976alter.png,1
1160_frac.png,1
1161_frac.png,1
1162_frac.png,1
1162_frac_2342alter.png,1
1163_frac.png,1
1164_frac.png,1
1164_frac_117alter.png,1
