name,class
-view-with-finger-splint-for-diagnostic-fracture-and-g-arthritis-2C3N97K_jpg.rf.ac8fcc36dc30905cfbc2030283d_frac.jpg,1
-view-with-finger-splint-for-diagnostic-fracture-and-g-arthritis-2C3N97K_jpg.rf.ac8fcc36dc30905cfbc2030283d_frac_231alter.jpg,1
-view-with-finger-splint-for-diagnostic-fracture-and-g-arthritis-2C3N97K_jpg.rf.ac8fcc36dc30905cfbc2030283d_frac_231alter_3656alter.jpg,1
-view-with-finger-splint-for-diagnostic-fracture-and-g-arthritis-2C3N97K_jpg.rf.ac8fcc36dc30905cfbc2030283d_frac_262alter.jpg,1
-view-with-finger-splint-for-diagnostic-fracture-and-g-arthritis-2C3N97K_jpg.rf.ac8fcc36dc30905cfbc2030283d_frac_3370alter.jpg,1
-view-with-finger-splint-for-diagnostic-fracture-and-g-arthritis-2C3N97K_jpg.rf.ac8fcc36dc30905cfbc2030283d_frac_3370alter_6716alter.jpg,1
-view-with-finger-splint-for-diagnostic-fracture-and-g-arthritis-2C3N97K_jpg.rf.ac8fcc36dc30905cfbc2030283d_frac_3370alter_8214alter.jpg,1
-view-with-finger-splint-for-diagnostic-fracture-and-g-arthritis-2C3N97K_jpg.rf.ac8fcc36dc30905cfbc2030283d_frac_8098alter.jpg,1
-view-with-finger-splint-for-diagnostic-fracture-and-gouty-arthritis-2C3N97K_jpg.rf.ac8fcc36dc30905cfbc2030283d_frac.jpg,1
-view-with-finger-splint-for-diagnostic-fracture-and-gouty-arthritis-2C3N97K_jpg.rf.ac8fcc36dc30905cfbc2030283d_frac_10392alter.jpg,1
0-_gallery_jpeg.rf.b3170266ea6b6d03bfb4ae5991df98ce_frac.jpg,1
0-_gallery_jpeg.rf.b3170266ea6b6d03bfb4ae5991df98ce_frac_6930alter.jpg,1
0-_gallery_jpeg.rf.b3170266ea6b6d03bfb4ae5991df98ce_frac_8634alter.jpg,1
0-_jumbo_jpeg.rf.29079abb47d5de12076aed66aea08064_frac.jpg,1
0-_jumbo_jpeg.rf.29079abb47d5de12076aed66aea08064_frac_1353alter.jpg,1
0-_jumbo_jpeg.rf.29079abb47d5de12076aed66aea08064_frac_3302alter.jpg,1
0-_jumbo_jpeg.rf.29079abb47d5de12076aed66aea08064_frac_3302alter_7817alter.jpg,1
0-_jumbo_jpeg.rf.29079abb47d5de12076aed66aea08064_frac_9911alter.jpg,1
0-_jumbo_jpeg.rf.7645898c0465d33bcd71ee0ddb847e0a_frac.jpg,1
0-_jumbo_jpeg.rf.7645898c0465d33bcd71ee0ddb847e0a_frac_2093alter.jpg,1
0-_jumbo_jpeg.rf.7925062f37e327162df7d528ab8d245f_frac.jpg,1
0-_jumbo_jpeg.rf.7925062f37e327162df7d528ab8d245f_frac_4953alter.jpg,1
0-_jumbo_jpeg.rf.d39588df830d194c0cda3b800664160b_frac.jpg,1
0-_jumbo_jpeg.rf.d39588df830d194c0cda3b800664160b_frac_4039alter.jpg,1
0-_jumbo_jpeg.rf.f83148ed2e6771e243f98f5595db6b9c_frac.jpg,1
0-_jumbo_jpeg.rf.f83148ed2e6771e243f98f5595db6b9c_frac_1152alter.jpg,1
0-_jumbo_jpeg.rf.f83148ed2e6771e243f98f5595db6b9c_frac_7375alter.jpg,1
0-_jumbo_jpeg.rf.f83148ed2e6771e243f98f5595db6b9c_frac_7375alter_9838alter.jpg,1
000002_png.rf.c3e00ebc2db78bc94e644c3f6605dad0_frac.jpg,1
000002_png.rf.c3e00ebc2db78bc94e644c3f6605dad0_frac_39alter.jpg,1
000007_jpg.rf.7cf716c605db163a55eb6214c77bfb73_frac.jpg,1
000007_jpg.rf.7cf716c605db163a55eb6214c77bfb73_frac_2186alter.jpg,1
000007_jpg.rf.7cf716c605db163a55eb6214c77bfb73_frac_2186alter_4968alter.jpg,1
000007_jpg.rf.7cf716c605db163a55eb6214c77bfb73_frac_4197alter.jpg,1
